id_ipa;rayon;area;site_name;neighbourhood;urban_type;urban_type_2;possible_outlier;x;y;species_richness;evenness_class;dom_sp_1;dom_sp_2;dom_sp_3;bcount;bprop;bh;bh_m;bh_iqr;bconti;bfreq;barea_m;barea_iqr;bgaps;bhgaps;rlength;rdens;rortho_m;hprop;hcount;harea_m;harea_iqr;sprop;scount;sarea_m;sarea_iqr;fprop;fcount;farea_m;farea_iqr;wprop;lcz;vmanag;npoll;lflux_0_m;lflux_5_m;lflux_10_m;lflux_20_m;fw_d1b1_euc;fw_d2b1_euc;cfw_d1b1_euc;cfw_d2b1_euc;fw_d1b1;fw_d2b1;cfw_d1b1;cfw_d2b1;fh_d1b1_euc;fh_d2b1_euc;cfh_d1b1_euc;cfh_d2b1_euc;fh_d1b1;fh_d2b1;cfh_d1b1;cfh_d2b1;ff_d1b1_euc;ff_d2b1_euc;cff_d1b1_euc;cff_d2b1_euc;ff_d1b1;ff_d2b1;cff_d1b1
IPA001a;150;70232,51593;parc_du_drapeau;jouvence_maladiere;mixed_surrounding_park;mixed_housing;0;5,0428;47,3375;13;B;Platanus sp;Acer platanoides;Taxus baccata;153;0,218872135;1,693337555;3,7;3,3;0,466204312;0,097988156;96,445;205,25;0,290487223;5,829301323;1173,611231;0,000113907;1,946433507;0,147551894;242;4;15,75;0,107757074;539;3;12;0,110998297;122;4;21,75;0;6;intensive;50,63659286;23,95752854;65,98548102;55,05034151;32,97442044;0;0;0;0;0;0;0;0;1590389,58;38575921,19;9,00162E+11;8,74501E+11;2414557,741;136371821,1;8,1771E+11;8,06614E+11;3079607,086;66563317,15;1,9113E+12;1,8913E+12;7807185,858;792387032,1;1,91417E+12
IPA001a;300;280930,0637;parc_du_drapeau;jouvence_maladiere;mixed_surrounding_park;mixed_housing;0;5,0428;47,3375;13;B;Platanus sp;Acer platanoides;Taxus baccata;525;0,22215112;1,724963961;3,8;3,4;0,591893177;0,06735237;107,86;196,03;0,335783407;5,137132824;5864,678529;0,000156623;2,302663799;0,140963196;945;5;23;0,105173568;1901;4;12;0,063041811;399;6;22,2859811;0;6;intensive;55,25720596;62,02517072;98,69619847;73,03922009;35,89893002;0;0;0;0;0;0;0;0;7130206,308;175936774,1;3,78715E+12;3,68705E+12;11600239,51;634705545,4;3,41527E+12;3,36917E+12;14466341,7;336509144,3;8,77037E+12;8,68813E+12;38602559,98;3994934373;8,95455E+12
IPA001a;450;632092,6433;parc_du_drapeau;jouvence_maladiere;mixed_surrounding_park;mixed_housing;0;5,0428;47,3375;13;B;Platanus sp;Acer platanoides;Taxus baccata;1434;0,233101751;1,741696387;3,9;3,1;0,545724754;0,080418901;102,86;155,025;0,313473536;5,556119383;13628,63686;0,000172443;4,234718432;0,137135324;2139;6;24;0,111063709;3917;4;12;0,046644896;818;6;21;0,001086654;6;intensive;54,15730667;73,46256163;108,4371755;75,4656289;35,89893002;38,10560345;7795,265941;1323,61109;848019,2256;166,1464058;4098,545929;825,5675983;13321,31958;16837671,57;411304993,1;8,34482E+12;8,12161E+12;30325995,06;1506359222;7,5806E+12;7,48324E+12;29895563,64;703980829,3;1,74164E+13;1,72583E+13;86312791,93;8366340477;1,77439E+13
IPA001b;150;70232,51593;parc_du_drapeau;jouvence_maladiere;housing_buildings;residential_buildings;0;5,0456;47,3374;26;B;Thuja sp;Fraxinus excelsior;Cornus sp;48;0,230377158;2,11601849;7,2;6,85;0,909034668;0,025487094;589,5025;434,8275;0,409698275;5,164821571;1608,657276;0,000199338;0,668081805;0,143168094;185;7;23;0,080185393;506;11;11;0,028523334;71;6,324456408;25;0;4;intensive;55,68380356;97,90263254;145,8195968;92,46462788;32,51521911;0;0;0;0;0;0;0;0;1484121,031;36968013,57;8,86805E+11;8,63364E+11;2386647,814;130088494;8,28753E+11;8,16313E+11;5299959,934;133917042,2;3,19234E+12;3,16646E+12;11186276,81;1444476880;3,32501E+12
IPA001b;300;280930,0637;parc_du_drapeau;jouvence_maladiere;housing_buildings;residential_buildings;0;5,0456;47,3374;26;B;Thuja sp;Fraxinus excelsior;Cornus sp;443;0,239473748;1,98094158;4,1;3,8;0,663835257;0,057624451;113,185;243,20375;0,292291671;6,777276857;5449,075737;0,000138825;1,790590792;0,136398799;820;5;22;0,09586988;1934;4;12;0,056290084;362;5;25;0;6;intensive;54,09048843;57,5456711;89,42667199;67,27283117;31,71442776;0;0;0;0;0;0;0;0;6162439,894;155908996,4;3,36552E+12;3,27214E+12;10038899,41;554407875,8;3,11325E+12;3,06697E+12;13824703,78;342767504,5;8,14897E+12;8,08234E+12;30439149,02;3717907093;8,28962E+12
IPA001b;450;632092,6433;parc_du_drapeau;jouvence_maladiere;housing_buildings;residential_buildings;0;5,0456;47,3374;26;B;Thuja sp;Fraxinus excelsior;Cornus sp;1446;0,236486764;1,780584637;3,9;3,2;0,568313626;0,080492469;94,87;152,87;0,290512639;6,129112462;13491,94552;0,000172443;3,987614853;0,125889286;2151;5;22;0,108951597;3876;5;12,00971303;0,045109527;830;4;18;0;6;intensive;54,5206871;65,82643086;94,48926958;73,16697045;35,92419519;0;0;0;0;0;0;0;0;15534745,12;390948120,7;8,06926E+12;7,83978E+12;26036089,03;1410930694;7,49909E+12;7,3852E+12;29500468,54;710384162,9;1,83107E+13;1,81341E+13;71746978,57;7969913642;1,895E+13
IPA002a;150;70232,51593;square_pascal;jouvence_maladiere;resid_housing_park;front_resid_housing;1;5,0544;47,3375;19;C;Acer platanoides;Buxus sp;Cupressus sp;154;0,11672798;0,666362313;4,5;3,7;0,710312919;0,060998592;86,275;75,615;0,556236639;1,197983495;1852,50179;0,000256292;2,793311319;0,254057221;306;4,575655541;19,13157588;0,150890487;771;3;12;0,104427026;243;2;8,5;0;6;intensive;59,43580627;55,49607304;77,25760043;86,71107195;70,05498481;0;0;0;0;0;0;0;0;2714712,978;54452836,21;1,1387E+12;1,09484E+12;4279418,007;208114512,7;1,0166E+12;9,98371E+11;3142306,222;59825238,78;2,26969E+12;2,24054E+12;8104622,4;617229082,9;2,35909E+12
IPA002a;300;280930,0637;square_pascal;jouvence_maladiere;resid_housing_park;front_resid_housing;1;5,0544;47,3375;19;C;Acer platanoides;Buxus sp;Cupressus sp;643;0,188913462;1,115176816;4,2;3,2;0,597600649;0,075372491;84,725;67,2225;0,453828563;2,457264498;6315,301425;0,000227815;9,840463221;0,166813633;1101;4;21;0,138924984;1977;3;13;0,044358149;632;2;7;0;6;intensive;57,61120224;67,38312179;87,20214168;99,44447404;65,8380672;0;0;0;0;0;0;0;0;9069370,814;195636020,3;4,0169E+12;3,86271E+12;15913793,39;753493933,8;3,61209E+12;3,54514E+12;11535445,77;239458146,3;8,08214E+12;7,98045E+12;29805052,06;2451299356;8,69739E+12
IPA002a;450;632092,6433;square_pascal;jouvence_maladiere;resid_housing_park;front_resid_housing;1;5,0544;47,3375;19;C;Acer platanoides;Buxus sp;Cupressus sp;1297;0,178709839;1,075683346;4,2;3,1;0,606680359;0,079664508;87,7975;89,925;0,40893625;2,630442629;12226,27272;0,000191428;10,04168433;0,142760795;2159;4;21;0,121217645;3628;4;13;0,034793944;1112;3;10;0;6;intensive;57,43131256;57,57030528;80,76776846;94,13741926;53,45899864;0;0;0;0;0;0;0;0;16854761,14;380155840,6;8,06342E+12;7,76221E+12;31590086,72;1464430668;7,39048E+12;7,25861E+12;24586780,44;540023045,6;1,68677E+13;1,66655E+13;64306505,35;5507177691;1,80732E+13
IPA002b;150;70232,51593;square_pascal;jouvence_maladiere;mixed_housing;mixed_front_resid_housing;0;5,056;47,3361;18;B;Aesculus hippocastanum;Prunus laurocerasus;Acer pseudoplatanus;139;0,16904571;1,164963004;4,1;3,25;0,785042867;0,049873733;83,4575;110,44375;0,552953408;2,106801383;2165,468541;0,000384437;10,75387061;0,129281625;281;5;23;0,115782996;559;3;11;0,062800834;177;3;11;0;6;intensive;59,40496445;66,18316202;81,67643965;93,11818589;82,30835594;0;0;0;0;0;0;0;0;2288060,618;51630403,19;1,38118E+12;1,32629E+12;3721984,912;203566639,9;1,19434E+12;1,17023E+12;2731649,958;57962722,91;2,4804E+12;2,44385E+12;6768464,27;554792768,4;2,64593E+12
IPA002b;300;280930,0637;square_pascal;jouvence_maladiere;mixed_housing;mixed_front_resid_housing;0;5,056;47,3361;18;B;Aesculus hippocastanum;Prunus laurocerasus;Acer pseudoplatanus;430;0,161448835;1,065991485;4,2;3,7;0,585940927;0,055250609;91,315;102,75;0,515637958;2,067325472;5900,3875;0,000206457;9,213906531;0,154168497;890;5;21,75;0,10599921;1793;3;12;0,050836446;571;3;8,5;0;6;intensive;59,21993637;64,29116185;82,73639137;99,14591434;58,77853961;0;0;0;0;0;0;0;0;6858846,06;155590746,1;3,90188E+12;3,75105E+12;11865898,3;614176132,5;3,53704E+12;3,46852E+12;8938685,4;194736310,6;7,29417E+12;7,20411E+12;22423712,19;1844907547;7,83143E+12
IPA002b;450;632092,6433;square_pascal;jouvence_maladiere;mixed_housing;mixed_front_resid_housing;0;5,056;47,3361;18;B;Aesculus hippocastanum;Prunus laurocerasus;Acer pseudoplatanus;1098;0,172409459;1,162821456;4,3;3,2;0,625774027;0,067041232;88,22;90,62;0,469291311;2,477824386;12171,61407;0,000188264;8,71643141;0,129809855;2056;4;20;0,110451719;3492;3;13;0,039776393;1139;3;11;0;6;intensive;58,56204987;75,36280795;96,83038703;112,8331437;58,25747932;0;0;0;0;0;0;0;0;15449279,24;355489940,3;8,26993E+12;7,96105E+12;28845090,24;1399811986;7,60586E+12;7,46454E+12;20845805,28;454956004,6;1,54258E+13;1,52491E+13;53681434,11;4318792309;1,64576E+13
IPA003a;150;70232,51593;place_republique;centre_ville;old_city;high_hollow_blocks;0;5,046;47,3263;13;C;Platanus sp;Fraxinus excelsior;;160;0,311703213;3,695849552;9;7,225;0,206883068;0,067981408;570,6175;1288,24125;0,295087355;12,52459481;2162,355909;0,000313245;13,95948102;0,031389155;209;2;8;0,066138791;347;7;13;0,05653824;176;2;7,25;0;2;intensive;60,71559525;90,35011158;114,306812;82,78366572;33,08247825;0;0;0;0;0;0;0;0;304295,9206;17118848,5;5,05908E+11;4,89312E+11;208094,4006;50143797,65;4,55474E+11;3,98092E+11;1649656,784;52455715,15;1,83673E+12;1,79109E+12;2237995,562;459047255,2;1,75387E+12
IPA003a;300;280930,0637;place_republique;centre_ville;old_city;high_hollow_blocks;0;5,046;47,3263;13;C;Platanus sp;Fraxinus excelsior;;667;0,376307905;4,150306584;8,5;5,9;0,165834259;0,084196405;394,9975;1339,735;0,207305006;20,02029119;6069,142749;0,000224255;6,948646642;0,048761058;700;3;9,21450499;0,061182451;1187;6;13;0,046401039;512;2;11;0,001367565;2;intensive;54,67127609;66,93068848;95,95123366;74,39973743;27,40698238;0,211588206;8272,475452;0;724121,9971;4,20E-12;168,3868319;0;0;1350212,583;67361387,4;1,95501E+12;1,89327E+12;1174082,138;202319167,3;1,58941E+12;1,54566E+12;5900829,715;190614916,9;6,00376E+12;5,86534E+12;7447015,186;1628843965;5,48843E+12
IPA003a;450;632092,6433;place_republique;centre_ville;old_city;high_hollow_blocks;0;5,046;47,3263;13;C;Platanus sp;Fraxinus excelsior;;1400;0,361664224;4,064127478;8,5;5,8;0,212840216;0,077970498;431,2125;1365,15;0,217567326;18,67986136;13902,69428;0,000221487;8,617991039;0,054409092;1448;3;14;0,059818855;2684;4;12;0,050232277;1021;3;15;0,000607806;2;intensive;53,43774414;48,37885659;63,44230668;69,09768071;23,83405778;0,211588206;8272,475452;0;724121,9971;4,20E-12;168,3868319;0;0;3660680,921;168707951,7;4,60429E+12;4,45949E+12;3350280,42;510182898,6;3,65309E+12;3,63433E+12;12758078,62;416422405;1,24312E+13;1,2144E+13;16655333,18;3516405661;1,13019E+13
IPA003b;150;70232,51593;place_republique;centre_ville;old_city;low_contiguous_buildings;0;5,046;47,3285;25;B;Prunus laurocerasus;;;164;0,366384654;3,449252527;6,9;5,65;0,299156041;0,081037053;498,9975;1209,8025;0,218408887;15,79263818;1345,063714;0,000170861;9,314549734;0,054770717;163;4;19,5;0,064692263;311;5,282027361;13;0,051814873;89;3;17;0;2;intensive;46,05709457;0;2,810986873;6,446215794;11,10980006;0;0;0;0;0;0;0;0;511665,9412;22389877,31;5,69116E+11;5,51704E+11;502647,8333;70743695,63;4,67053E+11;4,46405E+11;1661221,507;54208080,96;1,60932E+12;1,57722E+12;1997682,794;459561337,7;1,44237E+12
IPA003b;300;280930,0637;place_republique;centre_ville;old_city;low_contiguous_buildings;0;5,046;47,3285;25;B;Prunus laurocerasus;;;426;0,319808063;3,972417316;7,5;7,925;0,323581981;0,045807486;333,125;1164,22;0,313864749;12,65646214;6701,961286;0,000213576;9,96141706;0,058217264;746;3;11;0,069945737;1248;9;13;0,045340785;484;2;8,25;0;2;intensive;55,43195724;52,73357728;63,34049145;70,38596997;28,68441385;0;0;0;0;0;0;0;0;1883895,307;79721122,58;2,16658E+12;2,09927E+12;1988192,297;255015576,4;1,83321E+12;1,74488E+12;7276277,62;235192998,4;7,02709E+12;6,88103E+12;9569153,535;2041303173;6,49848E+12
IPA003b;450;632092,6433;place_republique;centre_ville;old_city;low_contiguous_buildings;0;5,046;47,3285;25;B;Prunus laurocerasus;;;1186;0,324760234;3,766789551;6,9;6,475;0,341442647;0,065941605;249,585;741,79625;0,241276125;15,61194481;13860,74837;0,000196174;11,45744712;0,073833979;1591;3;15;0,069177329;2868;5;12;0,042265514;1017;3;14;0,000607806;2;intensive;54,54792404;56,50332887;70,56416647;69,42434479;28,83315654;0,211588206;8272,475452;0;724121,9971;4,20E-12;168,3868319;0;0;5246893,073;195154216,8;5,368E+12;5,20148E+12;6181960,926;641161578,2;4,60297E+12;4,46855E+12;14891922,48;473766445,2;1,41719E+13;1,38864E+13;22282484,3;4213870291;1,35229E+13
IPA004a;150;70232,51593;carrelet_de_loisy;centre_ville;old_city;historical_centre;0;5,0449;47,3202;28;B ;Acer platanoides;Taxus baccata;Ailanthus altissima;192;0,464206713;5,077839633;9,6;4,1;0,096920208;0,097919336;1460,9225;2935,55375;0,087232435;58,21045371;1562,510594;0,000284768;10,18546797;0,03420701;69;8;29;0,031387741;221;3;10;0,046729506;65;3;13;0;2;intensive;50,066082;231,5218399;246,3182838;87,57472017;19,63598313;0;0;0;0;0;0;0;0;150352,7469;11303853,61;2,98844E+11;2,90081E+11;50607,27451;24775776,68;2,12876E+11;2,02956E+11;505455,1118;18937163,7;5,34327E+11;5,20219E+11;507347,7072;135790556,2;4,15131E+11
IPA004a;300;280930,0637;carrelet_de_loisy;centre_ville;old_city;historical_centre;0;5,0449;47,3202;28;B ;Acer platanoides;Taxus baccata;Ailanthus altissima;899;0,483545196;5,049369819;8,7;4,7;0,177453642;0,109215454;518,325;2412,3675;0,071989936;70,13994045;6326,94341;0,000242053;9,910976492;0,024726238;373;4;14,03653159;0,036437299;897;3;11;0,042604833;386;3;12;0;2;intensive;50,35390854;84,21553289;91,43914117;62,54618947;16,85385058;0;0;0;0;0;0;0;0;777961,0039;47293957,79;1,15883E+12;1,12551E+12;433952,2078;117845943,2;7,97447E+11;8,15247E+11;2795559,218;95200606,42;2,9482E+12;2,87212E+12;4479608,252;728675217;2,27884E+12
IPA004a;450;632092,6433;carrelet_de_loisy;centre_ville;old_city;historical_centre;0;5,0449;47,3202;28;B ;Acer platanoides;Taxus baccata;Ailanthus altissima;1934;0,4563058;4,741917401;9;5,1;0,134814021;0,111375517;577,095;2168,8275;0,080244705;59,09321267;13845,05361;0,000223069;9,935004397;0,03613014;969;3;14;0,042406476;2374;3;11;0,052345599;899;3;14;0;2;intensive;51,13514709;39,58521197;59,10025195;51,94387767;15,78440214;0;0;0;0;0;0;0;0;2502085,037;123270168,6;2,9856E+12;2,89799E+12;1997341,4;340675994,4;2,10826E+12;2,18078E+12;7486122,554;233346586,1;7,26599E+12;7,06505E+12;14749342,17;1896072435;5,86788E+12
IPA004b;150;70232,51593;carrelet_de_loisy;centre_ville;mixed_housing;historical_centre;1;5,0466;47,3189;16;B;Aesculus hippocastanum;;;164;0,394876305;4,16063096;7,8;4,975;0,302287203;0,082097608;412,045;1160,08;0,085974785;48,3936185;1437,313503;0,000170861;17,70373789;0,046493634;154;3;12,75;0,054345933;423;2;10;0,070120207;185;3;12;0;2;intensive;53,14281654;25,18965463;25,18965463;22,90683787;10,4657384;0;0;0;0;0;0;0;0;408323,5255;19876213,41;4,5218E+11;4,39952E+11;316220,8609;57292719,91;3,47431E+11;3,4779E+11;1357617,742;39540691,93;1,28454E+12;1,25499E+12;3076310,736;329485519,7;1,06647E+12
IPA004b;300;280930,0637;carrelet_de_loisy;centre_ville;mixed_housing;historical_centre;1;5,0466;47,3189;16;B;Aesculus hippocastanum;;;690;0,403194819;3,879033565;8,15;5,2;0,305495803;0,097238552;417,745;1315,135;0,084344518;45,99034578;5265,401309;0,000174421;12,50342662;0,052021289;553;3;14;0,056430629;1462;2;11;0,06866203;572;3;11;0;2;intensive;52,33270264;29,11291287;44,22402296;39,32004227;15,15087772;0;0;0;0;0;0;0;0;1607936,853;73367390,7;1,637E+12;1,59135E+12;1358214,975;209994733,4;1,23736E+12;1,22177E+12;4566682,83;130911531,6;3,85956E+12;3,7596E+12;9987325,243;1061729749;3,23243E+12
IPA004b;450;632092,6433;carrelet_de_loisy;centre_ville;mixed_housing;historical_centre;1;5,0466;47,3189;16;B;Aesculus hippocastanum;;;1516;0,409620662;4,135211069;8,2;5,4;0,250267873;0,082165089;401,3275;1370,23375;0,159115986;25,98865874;13935,35885;0,000215158;9,028346302;0,051441835;1230;4;16;0,053800129;3072;3;11;0,059468374;1113;3;14;0,000930947;2;intensive;53,65875244;50,11331871;87,82625028;68,04775859;23,91110548;30,53076626;26319,91289;0;6082528,627;3,98E-05;12751,84819;0;0;4630580,933;173212311,7;3,77484E+12;3,66601E+12;5261853,117;536418276,3;2,96764E+12;2,96166E+12;11532410,31;315696554,3;8,91883E+12;8,66102E+12;27929635,41;2567816919;7,68352E+12
IPA005a;150;70232,51593;rue_montmuzard;montmuzard;housing_buildings;mixed_housing;1;5,0563;47,3248;14;C;Fraxinus excelsior;Acer platanoides;Hedera helix;74;0,216412601;1,653970765;5,2;4,225;0,368058207;0,062418376;218,21;573,525;0,311698491;5,306316237;785,0252342;8,54E-05;7,968828686;0,118897014;188;5;19;0,088250697;348;4;12;0,081600523;109;3;16;0;8;intensive;57,79109192;10,95214628;17,87480054;27,05528223;16,86754787;0;0;0;0;0;0;0;0;1173582,363;31448006,35;7,10842E+11;6,87353E+11;1981747,012;119597040,2;6,73026E+11;6,53555E+11;3349081,13;61381266,9;1,75087E+12;1,68393E+12;14450364,15;458402608,1;1,79615E+12
IPA005a;300;280930,0637;rue_montmuzard;montmuzard;housing_buildings;mixed_housing;1;5,0563;47,3248;14;C;Fraxinus excelsior;Acer platanoides;Hedera helix;332;0,224730311;1,808827187;4,9;4,225;0,52280779;0,068188837;175,5;386,33;0,22695906;7,969839082;3651,624075;8,54E-05;4,348606044;0,104034984;741;5;24,30303691;0,085879755;1415;3;12;0,088545355;418;4;18,75;0;4;intensive;56,99957275;10,3320167;17,81316953;26,4090094;20,10782352;0;0;0;0;0;0;0;0;4863807,789;130361227,5;2,88299E+12;2,78991E+12;8301578,183;490966102,5;2,79267E+12;2,71905E+12;11103032,68;202317681,2;5,98145E+12;5,76973E+12;42622455,71;1485393218;6,05982E+12
IPA005a;450;632092,6433;rue_montmuzard;montmuzard;housing_buildings;mixed_housing;1;5,0563;47,3248;14;C;Fraxinus excelsior;Acer platanoides;Hedera helix;866;0,239099806;2,213869494;5,1;4,55;0,502466433;0,061565023;132,825;232,1875;0,29964151;7,388393859;10379,27008;0,000120236;6,995767543;0,112165896;1867;5;22;0,0986645;3401;3;12;0,079620372;1117;5;18;0;4;intensive;56,8556633;16,57310774;34,7349788;43,11515813;24,66743071;0;0;0;0;0;0;0;0;12207818,73;325282789,6;6,97177E+12;6,75069E+12;20106480,53;1193932655;6,59064E+12;6,42456E+12;27131416,49;492239343,1;1,43638E+13;1,38714E+13;98681676,52;3623889266;1,44592E+13
IPA005b;150;70232,51593;rue_montmuzard;montmuzard;mixed_surrounding_park;residential_buildings;0;5,0591;47,3249;26;C;Acer pseudoplatanus;Platanus sp;Prunus laurocerasus;93;0,165534114;1,422287191;4,8;4,45;0,789323832;0,078060424;153,785;180,65375;0,265787071;5,351227901;947,9835807;9,97E-05;0,984143874;0,159461644;195;6;29,5;0,106181565;494;2;9;0,251295605;99;5;22,5;0;4;intensive;53,10366058;4,159880074;8,477992267;10,24371972;13,17586098;0;0;0;0;0;0;0;0;1660814,332;39554684,14;7,91921E+11;7,66013E+11;2809866,747;145449665,8;7,32543E+11;7,13636E+11;3021455,606;42170703,48;1,70718E+12;1,63797E+12;11779504,48;304356668,9;1,77514E+12
IPA005b;300;280930,0637;rue_montmuzard;montmuzard;mixed_surrounding_park;residential_buildings;0;5,0591;47,3249;26;C;Acer pseudoplatanus;Platanus sp;Prunus laurocerasus;464;0,227912541;1,789693044;5,2;4,125;0,559324517;0,08259487;117,885;179,48375;0,230458264;7,765801114;4334,409611;8,90E-05;2,395957642;0,142604248;902;5;28;0,119962019;1774;3;11;0,115321847;495;5;20,5;0;4;intensive;53,9979744;8,956811863;20,96268271;32,20591742;20,44267369;0;0;0;0;0;0;0;0;6900044,449;164777690,2;3,15898E+12;3,05698E+12;11712785,97;603641943,7;2,98946E+12;2,91085E+12;15538635,91;231434942,8;6,21366E+12;5,96244E+12;61339856,46;1682297772;6,39873E+12
IPA005b;450;632092,6433;rue_montmuzard;montmuzard;mixed_surrounding_park;residential_buildings;0;5,0591;47,3249;26;C;Acer pseudoplatanus;Platanus sp;Prunus laurocerasus;829;0,197312737;1,626524769;4,9;3,625;0,6249762;0,066043186;115,975;184,62;0,334295312;4,865532693;9145,530956;0,000102833;4,452886463;0,137005091;2050;5;21;0,125854414;3953;3;12;0,099314418;1268;5;17;0;4;intensive;56,64493179;21,70428192;40,79978849;49,46675142;27,97312071;0;0;0;0;0;0;0;0;14627568,12;357598241,9;7,14862E+12;6,91769E+12;25307900,84;1312916047;6,78521E+12;6,60401E+12;28943242,37;446073919,4;1,29561E+13;1,24329E+13;111543544,4;3243481358;1,34942E+13
IPA006a;150;70232,51593;fontaine_aux_suisses;mirande;mixed_surrounding_park;mixed_front_resid_housing;1;5,0581;47,3211;14;B;Aesculus hippocastanum;Platanus sp;Symphoricarpos orbiculatus;135;0,184781956;1,404861524;5;3,45;0,562690708;0,070048563;118,76;125,735;0,488054464;2,878493342;1370,477793;0,000156623;5,340604869;0,161420264;335;5;19,5;0,178797015;591;3;12;0,13094103;230;4;15,75;0;6;intensive;55,62726593;59,78807896;89,01397191;87,12213719;41,2542017;0;0;0;0;0;0;0;0;2767410,748;63608139,62;1,12218E+12;1,08935E+12;4436037,2;216670740,6;1,03787E+12;1,00735E+12;5039596,058;70344067,17;2,47055E+12;2,36531E+12;19975301,42;515730852,5;2,53022E+12
IPA006a;300;280930,0637;fontaine_aux_suisses;mirande;mixed_surrounding_park;mixed_front_resid_housing;1;5,0581;47,3211;14;B;Aesculus hippocastanum;Platanus sp;Symphoricarpos orbiculatus;558;0,212895161;1,587419393;4,7;3,2;0,585475539;0,077579558;111,46;156,57;0,336078747;4,723355492;5465,35724;0,000153063;4,95545869;0,150112633;1161;5;21;0,154266392;2050;4;12;0,100076889;645;5;17;0;6;intensive;55,60670853;47,88919405;75,06932556;77,8623808;36,3948378;0;0;0;0;0;0;0;0;9432606,524;219855678,6;4,07341E+12;3,95127E+12;15458733,48;762212702,5;3,80711E+12;3,69917E+12;20752712,05;300717934,6;8,61869E+12;8,26497E+12;79799321,43;2202226169;8,88999E+12
IPA006a;450;632092,6433;fontaine_aux_suisses;mirande;mixed_surrounding_park;mixed_front_resid_housing;1;5,0581;47,3211;14;B;Aesculus hippocastanum;Platanus sp;Symphoricarpos orbiculatus;1235;0,20610381;1,550406525;4,7;3,3;0,516032883;0,085913212;105,11;132,495;0,299010241;5,185128508;10894,7155;0,0001234;3,226357673;0,149757773;2432;5;20;0,147461956;4316;3;12;0,105760281;1378;4;15;0;6;intensive;57,02527237;24,2780626;43,63606969;49,82681233;31,35549696;0;0;0;0;0;0;0;0;19246402,29;455768351,8;8,25171E+12;7,99404E+12;31808995,82;1587657043;7,63365E+12;7,41894E+12;38517090,94;587242623,3;1,65601E+13;1,58462E+13;145487087,5;4297560427;1,7058E+13
IPA006b;150;70232,51593;fontaine_aux_suisses;mirande;mixed_housing;low_contiguous_buildings;1;5,0558;47,3201;10;B;Prunus laurocerasus;Prunus sp;;152;0,260754647;1,812202051;4,4;2,9;0,5023906;0,153378794;102,615;125,4525;0,171470598;10,56858772;619,3815818;1,42E-05;8,432781761;0,16661356;262;5;20;0,146678428;431;4;13;0,081650891;146;4,223455049;16,92612046;0;4;intensive;54,12646484;6,593874398;20,81244352;25,68875145;27,6915509;0;0;0;0;0;0;0;0;2253722,066;49078516,67;1,02523E+12;9,96132E+11;3942939,358;176938002,7;9,70836E+11;9,48267E+11;4535545,972;72157396,72;2,3698E+12;2,28417E+12;17670292,3;552307971,9;2,49892E+12
IPA006b;300;280930,0637;fontaine_aux_suisses;mirande;mixed_housing;low_contiguous_buildings;1;5,0558;47,3201;10;B;Prunus laurocerasus;Prunus sp;;546;0,21463493;1,765367915;4,7;3,2;0,510767166;0,087114947;110,88;152,4325;0,336856423;5,24071324;4901,569887;0,000131705;3,887045667;0,158435344;1040;6;20;0,144323395;1898;4;12;0,103584321;653;4;15;0;4;intensive;58,20227051;14,87993584;39,09499818;46,40609651;31,51619222;0;0;0;0;0;0;0;0;8775155,37;197022779,9;3,88507E+12;3,7696E+12;14434426,44;695501266,4;3,56745E+12;3,47883E+12;17273720,51;281057393,4;8,37855E+12;8,06575E+12;64844527,68;2126147200;8,56803E+12
IPA006b;450;632092,6433;fontaine_aux_suisses;mirande;mixed_housing;low_contiguous_buildings;1;5,0558;47,3201;10;B;Prunus laurocerasus;Prunus sp;;1190;0,219641125;1,834382324;4,7;3,325;0,509647769;0,071908516;112,22;152,8625;0,317730024;5,773399377;12585,43558;0,000172443;5,482797804;0,151845946;2270;5;20;0,133670155;4150;4;12;0,085011399;1351;5;18;0;4;intensive;58,19713211;25,82167746;48,68480406;49,83128334;31,39391041;0;0;0;0;0;0;0;0;17961950,5;413527042;7,80509E+12;7,56561E+12;29158412,32;1444804676;7,13643E+12;6,97147E+12;38100903,04;629378582,2;1,7494E+13;1,68011E+13;137111314,6;4720753305;1,77312E+13
IPA007a;150;70232,51593;square_jean_bouin;mirande;resid_housing_park;low_contiguous_buildings;1;5,0584;47,3188;18;C;Styphnolobium japonicum;Acer pseudoplatanus;;168;0,238377677;1,985333024;4,95;2,925;0,516693167;0,091454918;108,855;148,815;0,323106738;6,144511365;1323,056234;0,000170861;1,157333068;0,117087708;339;6;16;0,157181637;540;3;12;0,122778741;176;4,5;17,10091802;0;6;intensive;53,39581299;59,18618886;65,68058319;51,58573621;29,48645994;0;0;0;0;0;0;0;0;2789628,07;67467380,12;1,01718E+12;9,85975E+11;4246014,304;220990828,3;8,95649E+11;8,72859E+11;5198063,517;76148639,06;2,33662E+12;2,23417E+12;18722483,72;554458808,1;2,33013E+12
